"id","flowers","scientific_name","observed_on","latitude","longitude"
5399925,"1","Claytonia virginica","2017-03-19",39.0027277778,-77.2560111111
5411794,"1","Claytonia virginica","2017-03-20",36.0720861667,-86.883025
5414670,"1","Claytonia virginica","2016-04-23",40.419785,-74.482423
5426280,"1","Claytonia virginica","2011-04-10",38.8221355,-77.5381322
5429488,"1","Claytonia virginica","2017-03-07",37.5469591515,-77.51049757
5438465,"0","Claytonia virginica","2017-02-12",39.03876613,-77.31109526
5461319,"1","Claytonia virginica","2017-03-25",36.2127616667,-84.0715333333
5461402,"1","Claytonia virginica","2017-03-25",40.0104982174,-86.1261765008
5483384,"1","Claytonia virginica","2017-03-27",42.685239,-89.483626
5490935,"1","Claytonia virginica","2017-03-28",40.4832761502,-74.4361646847
5490965,"1","Claytonia virginica","2017-03-28",35.9690856934,-78.966003418
5505054,"1","Claytonia virginica","2017-03-15",32.9906843611,-97.2123955385
5507623,"1","Claytonia virginica","2017-03-28",40.8892529,-81.7443979
5507891,"1","Claytonia virginica","2017-03-26",40.8123512,-82.0232391
5527005,"1","Claytonia virginica","2017-03-30",39.0221317672,-78.0188613386
5528520,"1","Claytonia virginica","2017-04-01",43.75793761,-91.99962439
5530570,"1","Claytonia virginica","2017-04-01",38.9462283333,-92.4465733333
5542845,"1","Claytonia virginica","2017-04-02",39.1185188293,-84.813079834
5546478,"1","Claytonia virginica","2017-04-02",37.5265922097,-77.4790891717
5558443,"1","Claytonia virginica","2017-04-03",35.8897631228,-79.045444559
5578529,"1","Claytonia virginica","2017-04-05",40.5527216667,-74.619055
5578938,"1","Claytonia virginica","2017-04-05",41.2560571027,-81.885364449
5594097,"0","Claytonia virginica","2017-04-06",41.2944450378,-81.5902786255
5601491,"1","Claytonia virginica","2017-04-04",40.293687,-74.725969
5610543,"1","Claytonia virginica","2017-04-01",36.058400902,-86.9101895113
5622791,"0","Claytonia virginica","2017-04-08",44.9721616667,-89.275445
5637877,"1","Claytonia virginica","2017-04-10",38.937905836,-77.3185900413
5639510,"1","Claytonia virginica","2013-05-14",41.2696891123,-81.6396688301
5640226,"1","Claytonia virginica","2014-04-29",41.2697858727,-81.6392396714
5642381,"1","Claytonia virginica","2017-04-10",37.3588486,-88.8910756
5645998,"1","Claytonia virginica","2017-04-10",34.9115967891,-85.2476067469
5692841,"1","Claytonia virginica","2017-04-13",40.5054466667,-74.4436416667
5695717,"1","Claytonia virginica","2017-04-14",39.9051047909,-75.3570235335
5698932,"1","Claytonia virginica","2017-04-14",35.8440720337,-78.7579120976
5717095,"1","Claytonia virginica","2017-04-14",42.140324,-87.819358
5718669,"1","Claytonia virginica","2017-04-15",36.0587239405,-86.9069797453
5722815,"1","Claytonia virginica","2017-04-15",42.1240343989,-93.562952913
5752911,"1","Claytonia virginica","2017-03-25",36.0549300561,-86.9095884473
5756805,"1","Claytonia virginica","2017-04-16",36.071213563,-86.8893706241
5757357,"1","Claytonia virginica","2017-04-14",41.7762666667,-72.8229966667
5763910,"1","Claytonia virginica","2017-04-16",39.37905771,-82.16504885
5766584,"1","Claytonia virginica","2017-04-16",39.4766366667,-82.286025
5771985,"1","Claytonia virginica","2017-04-16",35.98401836,-79.06076178
5774349,"1","Claytonia virginica","2017-04-11",37.37448,-88.9258333333
5796077,"1","Claytonia virginica","2017-04-17",43.423814104,-79.8773002407
5800534,"1","Claytonia virginica","2017-04-17",38.9890121017,-77.9467858561
5803178,"1","Claytonia virginica","2017-04-17",38.914775,-77.0575555
5806628,"1","Claytonia virginica","2017-04-17",42.181725,-83.422486
5808890,"1","Claytonia virginica","2017-04-16",38.6394037,-77.192042
5829427,"1","Claytonia virginica","2017-04-18",38.4770936938,-77.9996049219
5829765,"1","Claytonia virginica","2017-04-18",35.7805283333,-78.832025
5836298,"1","Claytonia virginica","2017-04-16",43.0444113889,-87.9864113889
5847663,"1","Claytonia virginica","2017-04-14",38.9051061,-77.0970953
5854236,"1","Claytonia virginica","2017-04-19",38.9396446777,-77.2634641412
5874432,"1","Claytonia virginica","2017-04-20",41.3114485005,-81.6129034013
5894467,"1","Claytonia virginica","2017-04-21",44.8619963229,-91.9477844798
5904560,"1","Claytonia virginica","2017-04-20",40.29578,-74.7124166667
5907325,"1","Claytonia virginica","2017-04-22",41.8753294173,-88.3028662764
5910722,"1","Claytonia virginica","2017-04-22",42.6947166667,-84.382195
5912929,"1","Claytonia virginica","2017-04-17",43.3826766667,-89.796755
5916366,"1","Claytonia virginica","2017-04-13",40.584251,-79.029926
5928705,"1","Claytonia virginica","2017-04-23",41.7306371764,-81.3052761555
5955019,"1","Claytonia virginica","2017-04-25",41.67762412,-87.8452316
5956028,"1","Claytonia virginica","2017-04-20",40.3458651188,-74.6656557822
5994417,"1","Claytonia virginica","2017-04-28",40.2920257207,-74.7285883316
5995979,"1","Claytonia virginica","2017-04-17",40.8496166667,-79.4142083333
5999161,"1","Claytonia virginica","2017-04-28",39.9227416667,-83.1054471667
6001367,"1","Claytonia virginica","2017-04-27",40.6615638971,-74.3722057343
6071478,"1","Claytonia virginica","2017-05-02",40.4806175232,-74.4303665161
6079011,"1","Claytonia virginica","2017-05-03",40.4428993993,-74.4907791614
6098953,"1","Claytonia virginica","2017-05-02",40.524271402,-74.4923257828
6120489,"1","Claytonia virginica","2017-04-09",40.50877,-80.357095
6131329,"1","Claytonia virginica","2017-05-07",44.3472416667,-93.1028055
6147036,"0","Claytonia virginica","2017-05-07",41.00899,-80.085913
6152715,"1","Claytonia virginica","2017-05-08",41.2466995365,-73.614446338
6175290,"1","Claytonia virginica","2017-04-19",42.6195633333,-85.20987
6187042,"1","Claytonia virginica","2017-05-10",40.6358735603,-74.4925403595
6191600,"1","Claytonia virginica","2017-05-11",40.5956413286,-74.571762085
6194291,"1","Claytonia virginica","2017-05-13",NA,NA
6209326,"1","Claytonia virginica","2017-05-14",41.9801166667,-87.740395
6278533,"1","Claytonia virginica","2017-05-19",43.362497,-87.9536974
6555553,"1","Claytonia virginica","2017-04-15",42.728544,-84.466486
6712136,"1","Claytonia virginica","2017-04-14",40.3219435106,-79.7030639648
7021310,"1","Claytonia virginica","2017-05-07",42.1847445287,-84.1104269028
7302531,"1","Claytonia virginica","2017-03-19",33.7693160122,-96.4468179306
8189966,"1","Claytonia virginica","2016-03-24",40.5716270982,-75.1612840006
8474697,"1","Claytonia virginica","2017-04-04",39.0777296,-76.7717314
8524173,"1","Claytonia virginica","2012-04-15",44.85081777,-91.9429474
8849877,"1","Claytonia virginica","2017-04-04",40.7013366667,-82.54988
9066002,"1","Claytonia virginica","2017-05-09",43.067865,-79.801525
9347008,"1","Claytonia virginica","2013-05-05",44.4842995246,-77.2942081058
9472120,"1","Claytonia virginica","2012-04-15",43.2963346,-79.8736296
9495159,"1","Claytonia virginica","2017-05-13",41.9348353473,-82.5137786852
9554692,"1","Claytonia virginica","2018-01-21",33.0087926775,-94.6991980076
9624455,"1","Claytonia virginica","2018-01-26",30.23848492,-96.5786078882
9746350,"1","Claytonia virginica","2018-02-04",32.9214503508,-96.5940180657
10011024,"1","Claytonia virginica","2018-02-26",37.5648841557,-84.2926315321
10026675,"1","Claytonia virginica","2018-02-27",33.19064,-87.4741566667
10088003,"1","Claytonia virginica","2018-03-04",38.9612730561,-77.145825325
10209267,"1","Claytonia virginica","2018-03-11",38.0636861667,-85.84613
10218448,"1","Claytonia virginica","2016-04-19",41.12872,-82.215076
10239812,"1","Claytonia virginica","2016-05-18",45.3721670475,-75.7976818085
10246770,"1","Claytonia virginica","2018-03-15",38.1195514573,-85.5274131149
10253303,"1","Claytonia virginica","2018-03-15",34.6563033333,-86.0450888333
10259009,"1","Claytonia virginica","2018-03-16",34.6013599,-94.24274938
10330578,"1","Claytonia virginica","2018-03-20",37.28389164,-89.11231598
10335734,"1","Claytonia virginica","2018-03-20",34.8364063497,-92.4799114466
10352756,"1","Claytonia virginica","2018-03-20",32.559281,-97.15033
10380707,"1","Claytonia virginica","2018-03-13",32.600399,-96.276595
10384060,"1","Claytonia virginica","2018-03-23",33.4099073337,-97.0486066071
10406037,"1","Claytonia virginica","2018-03-24",38.7939377,-77.2151448
10453091,"1","Claytonia virginica","2018-03-25",34.3863254419,-87.8145533315
10475469,"1","Claytonia virginica","2016-04-21",44.4856067173,-77.2920799255
10494325,"1","Claytonia virginica","2018-03-29",39.07004374,-76.97622886
10508558,"1","Claytonia virginica","2018-03-30",38.6741722222,-77.4798972222
10510254,"1","Claytonia virginica","2018-03-30",33.0092359959,-94.69450945
10526862,"1","Claytonia virginica","2018-03-31",41.3371887,-83.4178241
10527039,"1","Claytonia virginica","2018-03-31",39.64716461,-79.98390563
10527190,"1","Claytonia virginica","2018-03-31",37.2475563608,-76.7855159614
10545071,"1","Claytonia virginica","2018-03-31",39.34465,-82.0748445
10552006,"1","Claytonia virginica","2018-04-01",40.3546495833,-74.7444967778
10552141,"1","Claytonia virginica","2018-03-31",35.6218299866,-95.1665267944
10553657,"1","Claytonia virginica","2018-04-01",38.8814915594,-76.8005299377
10559160,"1","Claytonia virginica","2018-04-01",40.5024972437,-80.3589425236
10560460,"1","Claytonia virginica","2018-04-01",39.9067166667,-75.0265055556
10581009,"0","Claytonia virginica","2018-04-02",41.68276919,-88.02500195
10608851,"1","Claytonia virginica","2018-04-03",36.9849880951,-86.4437663555
10615052,"1","Claytonia virginica","2018-04-04",38.4906215407,-76.592871789
10640636,"1","Claytonia virginica","2018-04-05",35.95722624,-78.92435954
10644740,"1","Claytonia virginica","2018-04-05",NA,NA
10687283,"1","Claytonia virginica","2018-04-07",41.3566894531,-81.5741348267
10690993,"1","Claytonia virginica","2018-04-07",40.5475,-79.69552
10774287,"1","Claytonia virginica","2018-04-10",38.5907216667,-92.2354366667
10777772,"1","Claytonia virginica","2018-04-11",35.9738883972,-78.9669418335
10777784,"1","Claytonia virginica","2018-04-11",35.9730567932,-78.9674987793
10788013,"1","Claytonia virginica","2018-04-11",39.3191113556,-77.6377833915
10812368,"1","Claytonia virginica","2018-04-12",36.085708933,-87.2842054536
10813089,"1","Claytonia virginica","2018-04-12",39.7655319376,-80.9771677294
10818396,"1","Claytonia virginica","2018-04-12",38.6383720904,-81.40165966
10821314,"1","Claytonia virginica","2018-04-12",39.7465682099,-75.6516472317
10825376,"1","Claytonia virginica","2018-04-12",35.0998172025,-85.2792612557
10826352,"1","Claytonia virginica","2018-04-12",39.4772104763,-87.6596325679
10857404,"1","Claytonia virginica","2018-04-13",40.1858761,-82.86038629
10901872,"1","Claytonia virginica","2012-04-15",43.2028102,-79.7911907
10906869,"1","Claytonia virginica","2018-04-11",36.0845148051,-78.8510361315
10908469,"1","Claytonia virginica","2018-04-14",38.9810257405,-77.2351134942
10909238,"1","Claytonia virginica","2018-04-14",40.6296466667,-79.6965466667
10917213,"1","Claytonia virginica","2018-04-14",39.0389484,-77.2489569
10917249,"1","Claytonia virginica","2018-04-14",39.102521,-77.115162
10934964,"1","Claytonia virginica","2018-04-11",36.0852911789,-78.8534362056
10937038,"1","Claytonia virginica","2018-04-14",39.6472916667,-79.9783638889
10971050,"1","Claytonia virginica","2018-04-14",39.021414506,-77.2483302897
10992414,"1","Claytonia virginica","2018-04-13",38.1366949,-78.7386449
11128213,"1","Claytonia virginica","2018-04-18",41.4141017525,-81.4258112759
11171528,"1","Claytonia virginica","2018-04-19",41.8630271742,-88.4301858516
11173560,"1","Claytonia virginica","2018-04-18",40.292045,-74.72853
11190571,"1","Claytonia virginica","2018-04-19",42.0616073608,-87.7057342529
11191127,"1","Claytonia virginica","2018-04-19",37.5957679749,-77.476348877
11218194,"1","Claytonia virginica","2018-04-19",36.3767514905,-86.75268866
11226436,"1","Claytonia virginica","2018-04-20",40.15230386,-83.04208408
11226737,"1","Claytonia virginica","2018-04-20",42.00947414,-91.57277664
11250768,"1","Claytonia virginica","2018-04-14",38.977568,-77.04169
11263723,"1","Claytonia virginica","2018-04-21",39.1956274817,-94.679094432
11268861,"1","Claytonia virginica","2018-04-21",41.561301509,-81.4280442149
11271124,"1","Claytonia virginica","2018-04-21",41.853921,-89.3420653
11275819,"1","Claytonia virginica","2018-04-21",40.4358667229,-79.9059998152
11275892,"1","Claytonia virginica","2018-04-21",38.78163856,-76.70365203
11293761,"1","Claytonia virginica","2018-04-21",43.1882348,-79.5756026
11293882,"1","Claytonia virginica","2018-04-21",40.5282814,-79.94906
11318907,"1","Claytonia virginica","2018-04-22",41.8263444538,-87.9330372625
11319648,"1","Claytonia virginica","2018-04-22",40.3324161424,-74.6850006749
11324158,"1","Claytonia virginica","2018-04-22",35.7619866667,-78.6979
11325795,"1","Claytonia virginica","2018-04-22",40.9034527697,-73.8825881482
11325811,"1","Claytonia virginica","2018-04-21",37.308238,-78.401408
11326807,"1","Claytonia virginica","2018-04-22",40.3571583083,-75.2114850494
11328669,"1","Claytonia virginica","2018-04-22",38.9642166667,-77.1523138333
11329331,"1","Claytonia virginica","2018-04-22",39.996051793,-88.6551771966
11332807,"1","Claytonia virginica","2018-04-22",40.6266180938,-74.1219894961
11332826,"1","Claytonia virginica","2018-04-22",41.8207633333,-88.0772028333
11336164,"1","Claytonia virginica","2018-04-22",43.1882348,-79.5756026
11338095,"1","Claytonia virginica","2018-04-18",41.1665385,-81.568287
11339256,"1","Claytonia virginica","2018-04-22",41.992714,-87.764143
11360525,"1","Claytonia virginica","2018-04-23",38.8299686631,-77.1317549642
11365145,"1","Claytonia virginica","2018-04-21",38.9994392395,-77.0520629883
11375016,"1","Claytonia virginica","2018-04-23",40.3728384765,-75.5174770033
11377359,"1","Claytonia virginica","2018-04-23",39.645095,-76.1639166667
11394889,"1","Claytonia virginica","2018-04-24",38.9450617181,-77.1247550939
11397931,"1","Claytonia virginica","2018-04-24",38.9386866667,-77.0574416667
11398377,"1","Claytonia virginica","2018-04-22",39.1824694444,-83.9835277778
11401131,"1","Claytonia virginica","2018-04-24",37.5430670847,-88.9824590833
11408717,"1","Claytonia virginica","2018-04-21",38.94686,-76.699162
11409929,"1","Claytonia virginica","2018-04-18",39.9460833333,-75.6533133333
11419623,"1","Claytonia virginica","2018-04-13",39.2192474061,-76.7792703956
11421955,"1","Claytonia virginica","2018-04-25",42.849861145,-85.5906295776
11435682,"1","Claytonia virginica","2018-04-08",NA,NA
11436013,"1","Claytonia virginica","2018-04-21",39.4801033333,-77.6191333333
11452351,"1","Claytonia virginica","2018-04-26",39.0404509195,-77.1409397946
11461753,"1","Claytonia virginica","2018-04-26",39.9521773533,-75.4390919209
11470860,"1","Claytonia virginica","2018-04-26",43.044335,-77.478676
11490039,"1","Claytonia virginica","2018-04-27",38.82478679,-77.50415037
11536086,"1","Claytonia virginica","2018-04-27",38.9475565497,-77.125941217
11538315,"1","Claytonia virginica","2018-04-27",41.2769391925,-81.3745545968
11541391,"1","Claytonia virginica","2018-04-27",41.7371711731,-81.3022994995
11541466,"1","Claytonia virginica","2018-04-27",35.9693687,-78.989445
11545552,"1","Claytonia virginica","2018-04-27",39.0433833333,-77.0400555
11551489,"1","Claytonia virginica","2018-04-27",41.931207,-88.314586
11558430,"1","Claytonia virginica","2018-04-27",41.3137016296,-81.5742111206
11562015,"1","Claytonia virginica","2018-04-27",39.8633622403,-86.2997106441
11566983,"1","Claytonia virginica","2018-04-26",35.9826628,-78.9292293
11571175,"1","Claytonia virginica","2018-04-27",39.8709834515,-86.1600376384
11578910,"1","Claytonia virginica","2018-04-27",41.4334351294,-81.4145944219
11597056,"1","Claytonia virginica","2018-04-28",39.30070738,-76.70527654
11600400,"1","Claytonia virginica","2018-04-28",38.85670227,-77.16150884
11602360,"1","Claytonia virginica","2018-04-28",42.4616156007,-71.350238286
11605292,"1","Claytonia virginica","2018-04-28",38.2882759618,-78.3667616808
11611462,"1","Claytonia virginica","2018-04-28",38.8108285,-77.4739615
11611999,"1","Claytonia virginica","2018-04-28",40.8570985503,-73.8808155655
11623410,"1","Claytonia virginica","2018-04-28",42.142345116,-87.8213489922
11631107,"1","Claytonia virginica","2018-04-28",41.9286117554,-88.2963867188
11636699,"1","Claytonia virginica","2018-04-28",39.3258666667,-82.101075
11641629,"1","Claytonia virginica","2018-04-28",35.97095,-87.1419305
11641713,"1","Claytonia virginica","2018-04-28",40.5971724542,-79.7205768265
11643593,"1","Claytonia virginica","2018-04-28",35.8094633333,-78.7887283333
11643902,"1","Claytonia virginica","2018-04-28",39.6637466667,-86.0966721667
11655963,"1","Claytonia virginica","2018-04-28",38.7805491826,-77.3714623322
11660821,"1","Claytonia virginica","2018-04-28",40.3007116308,-76.1401447605
11674351,"1","Claytonia virginica","2018-04-28",39.027676749,-90.9176233182
11677558,"1","Claytonia virginica","2018-04-28",39.43946299,-77.79802721
11685064,"1","Claytonia virginica","2018-04-28",40.18531824,-85.41256178
11685662,"1","Claytonia virginica","2018-04-28",37.4568812168,-77.5810532876
11687314,"1","Claytonia virginica","2018-04-28",41.83225909,-86.62489217
11717979,"1","Claytonia virginica","2018-04-28",42.1419805,-87.8214283333
11746901,"1","Claytonia virginica","2018-04-27",38.8469585165,-77.1017718315
11752998,"1","Claytonia virginica","2018-04-29",38.82970944,-77.13153
11754541,"1","Claytonia virginica","2018-04-29",38.97263185,-76.93220324
11757955,"1","Claytonia virginica","2018-04-29",40.5828267569,-74.1388159991
11761716,"1","Claytonia virginica","2018-04-29",40.582866529,-74.1387712397
11766608,"1","Claytonia virginica","2018-04-29",41.2758303155,-81.5458765906
11770325,"1","Claytonia virginica","2018-04-29",38.47686465,-90.82561011
11771264,"1","Claytonia virginica","2018-04-29",40.8906902466,-81.1749651377
11771437,"1","Claytonia virginica","2018-04-29",38.95980271,-77.37032036
11776336,"1","Claytonia virginica","2018-04-29",38.67673863,-90.00311206
11780437,"1","Claytonia virginica","2018-04-29",39.5107837301,-84.721698314
11780625,"1","Claytonia virginica","2018-04-29",38.8308681781,-77.1355897934
11786064,"1","Claytonia virginica","2018-04-29",38.8474866422,-77.1021096223
11788745,"1","Claytonia virginica","2018-04-29",39.1507675252,-77.8596944784
11793611,"1","Claytonia virginica","2018-04-29",35.7699019171,-78.7360845341
11794764,"1","Claytonia virginica","2018-04-03",38.19602,-85.4887466667
11795537,"1","Claytonia virginica","2018-04-29",39.8885421753,-75.258644104
11804754,"1","Claytonia virginica","2018-03-24",34.3587116667,-93.59765
11805799,"1","Claytonia virginica","2018-04-14",39.405281361,-82.1904346347
11806172,"1","Claytonia virginica","2018-04-29",41.7981419785,-88.0226326333
11807304,"1","Claytonia virginica","2018-04-28",38.8053623401,-77.5711771008
11810811,"1","Claytonia virginica","2018-04-29",41.8278796,-87.88392559
11813824,"1","Claytonia virginica","2018-04-29",39.0411582264,-95.7060068195
